sco_cnty	area_name	area_type	cnty_unit	g_unit	page_number	row_number	occup_level	order_number	suborder_number	occupation	m_tot	m_10_13	m_14	m_15	m_16	m_17	m_18_19	m_20_24	m_25_44	m_45_64	m_65_69	m_70_up	m_age_ns	m_at_home	m_employer	m_employee	m_self	m_other	f_tot	f_10_13	f_14	f_15	f_16	f_17	f_18_19	f_20_24	f_25_44	f_45_64	f_65_69	f_70_up	f_age_ns	f_at_home	f_employer	f_employee	f_self	f_other	rec_num
LANARK	WISHAW	Burgh	10204859	10362489	1524	467	3	22	1	371. Billposters	1	0	0	0	0	0	0	0	1	0	0	0	0		0	0	1	0																			13222
LANARK	WISHAW	Burgh	10204859	10362489	1524	468	3	22	1	"372. Sandwichmen, Bill Distributors"	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0																			13223
LANARK	WISHAW	Burgh	10204859	10362489	1524	471	3	22	2	374. Drovers	2	0	0	0	0	0	0	1	1	0	0	0	0		0	2	0	0																			13224
LANARK	WISHAW	Burgh	10204859	10362489	1524	477	3	22	3	"379. Bone, Horn, Ivory, Tortoiseshell - Workers"	1	0	0	0	0	0	0	0	1	0	0	0	0		0	0	1	0																			13225
LANARK	WISHAW	Burgh	10204859	10362489	1524	480	3	22	3	382. Chimney Sweeps	2	0	0	0	0	0	0	0	0	2	0	0	0		0	0	2	0																			13226
LANARK	WISHAW	Burgh	10204859	10362489	1524	481	3	22	3	"383. Rag - Gatherers, Dealers"	1	0	0	0	0	0	0	0	0	1	0	0	0		0	0	1	0																			13227
LANARK	WISHAW	Burgh	10204859	10362489	1524	483	3	22	3	385. Other Dealers in Sundry Industries																			1	0	0	0	0	0	0	0	0	0	1	0	0		0	0	1	0	13228
LANARK	WISHAW	Burgh	10204859	10362489	1524	486	3	22	4	"387. Multiple Shop, Multiple Store - Proprietors, Workers (general or undefined)"	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0		0	2	0	0	13229
LANARK	WISHAW	Burgh	10204859	10362489	1524	487	3	22	4	388. General or unclassified Shopkeepers ; General Dealers	14	0	0	1	1	2	0	4	4	2	0	0	0		1	7	6	0	26	1	3	1	2	4	5	5	1	3	0	1	0	2	0	19	3	4	13230
LANARK	WISHAW	Burgh	10204859	10362489	1524	488	3	22	4	389. Pawnbrokers	14	0	1	1	1	0	1	4	5	1	0	0	0		3	11	0	0	3	0	0	0	0	1	1	1	0	0	0	0	0		0	3	0	0	13231
LANARK	WISHAW	Burgh	10204859	10362489	1524	489	3	22	4	"390. Costermongers, Hawkers, Street Sellers"	41	0	0	3	1	1	2	6	14	10	2	2	0		0	22	19	0	8	0	0	0	0	0	0	0	3	3	0	2	0		0	2	5	1	13232
LANARK	WISHAW	Burgh	10204859	10362489	1524	490	3	22	4	"391. Contractors, Manufacturers, Managers, Superintendents (undefined)"	2	0	0	0	0	0	0	1	1	0	0	0	0		0	1	1	0																			13233
LANARK	WISHAW	Burgh	10204859	10362489	1524	493	3	22	5	393. General Labourers	213	0	2	3	5	8	11	23	96	56	4	5	0		1	196	2	14	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	13234
LANARK	WISHAW	Burgh	10204859	10362489	1524	494	3	22	5	"394. Engine - Drivers, Stokers, Firemen (not Railway, Marine, or Agricultural)"	127	0	0	0	2	2	4	16	71	25	4	3	0		0	124	0	3																			13235
LANARK	WISHAW	Burgh	10204859	10362489	1524	495	3	22	5	"395. Artisans, Mechanics, Apprentices (undefined)"	1	0	0	0	1	0	0	0	0	0	0	0	0		0	1	0	0																			13236
LANARK	WISHAW	Burgh	10204859	10362489	1524	496	3	22	5	"396. Factory - Hands, Labourers (undefined)"	2	0	1	0	1	0	0	0	0	0	0	0	0		0	2	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0		0	3	0	0	13237
LANARK	WISHAW	Burgh	10204859	10362489	1524	497	3	22	5	"397. Machinists, Machine Workers (undefined)"																			2	0	0	0	0	0	2	0	0	0	0	0	0		0	2	0	0	13238
LANARK	WISHAW	Burgh	10204859	10362489	1524	498	0	0		Total Occupied (Orders I.-XXII.)	8237	7	147	233	257	223	438	1189	3938	1620	129	56	0						1589	3	58	95	123	116	233	374	435	126	15	11	0						13239
LANARK	WISHAW	Burgh	10204859	10362489	1524	500	3	23		398. Retired from Business (not Army or Navy)	121	0	0	0	0	0	0	0	1	27	21	72	0						10	0	0	0	0	0	0	0	0	6	0	4	0						13240
LANARK	WISHAW	Burgh	10204859	10362489	1524	501	3	23		399. Pensioners	13	0	0	0	0	0	0	0	0	4	4	5	0						4	0	0	0	0	0	0	0	0	1	0	3	0						13241
LANARK	WISHAW	Burgh	10204859	10362489	1524	502	3	23		400. Old Age Pensioners (Occupation or former Occupation not stated)	15	0	0	0	0	0	0	0	0	0	0	15	0						35	0	0	0	0	0	0	0	0	0	0	35	0						13242
LANARK	WISHAW	Burgh	10204859	10362489	1524	503	3	23		401. Private Means	17	0	0	1	0	0	0	1	2	8	2	3	0						109	0	0	0	0	0	0	4	19	32	19	35	0						13243
LANARK	WISHAW	Burgh	10204859	10362489	1524	504	3	23		402. Students and Scholars (14 years and upwards)	157	0	102	17	5	5	9	16	3	0	0	0	0						165	0	77	23	21	9	21	14	0	0	0	0	0						13244
LANARK	WISHAW	Burgh	10204859	10362489	1524	505	3	23		403. Others	1172	1094	24	11	5	3	0	1	8	10	5	11	0						6740	1136	113	105	111	69	176	582	2909	1239	149	151	0						13245
LANARK	WISHAW	Burgh	10204859	10362489	1524	506	0	0		Total of Unspecified or No Occupation (Order XXIII.)	1495	1094	126	29	10	8	9	18	14	49	32	106	0						7063	1136	190	128	132	78	197	600	2928	1278	168	228	0						13246
LANARK	WISHAW	Burgh	10204859	10362489	1524	507	0	0		"Total enumerated, aged 10 years and upwards"	9732	1101	273	262	267	231	447	1207	3952	1669	161	162	0						8652	1139	248	223	255	194	430	974	3363	1404	183	239	0						13247
LINLITHGOW	TOTAL	County	10200726	10200726	1610	3	3	1	1	"1. Post Office - Officers, Clerks, Telegraphists, Telephone Operators"	18	0	0	0	0	1	2	2	8	4	0	1	0						51	0	0	0	0	2	6	15	23	5	0	0	0						13248
LINLITHGOW	TOTAL	County	10200726	10200726	1610	4	3	1	1	"2. Postmen ; Post Office Messengers, &c."	80	1	6	6	5	1	6	16	30	7	1	1	0						8	0	0	0	3	0	0	4	0	1	0	0	0						13249
LINLITHGOW	TOTAL	County	10200726	10200726	1610	5	3	1	1	3. Other Civil Service Officers and Clerks	54	0	0	0	0	1	2	10	26	15	0	0	0																								13250
LINLITHGOW	TOTAL	County	10200726	10200726	1610	8	3	1	2	5. Police	64	0	0	0	0	0	0	15	43	6	0	0	0																								13251
LINLITHGOW	TOTAL	County	10200726	10200726	1610	9	3	1	2	"6. Municipal, Parish, and other Local or County Officers"	27	0	0	1	0	1	2	3	8	11	0	1	0																								13252
LINLITHGOW	TOTAL	County	10200726	10200726	1610	12	3	2	1	7. Army Officers (Effective and Retired)	7	0	0	0	0	0	0	0	5	0	0	2	0																								13253
LINLITHGOW	TOTAL	County	10200726	10200726	1610	13	3	2	1	8. Soldiers and Non-Commissioned Officers	40	0	0	0	0	0	7	13	17	3	0	0	0																								13254
LINLITHGOW	TOTAL	County	10200726	10200726	1610	15	3	2	2	9. Officers of the Navy and Marines (Effective and Retired)	87	0	0	0	0	0	16	15	50	6	0	0	0																								13255
LINLITHGOW	TOTAL	County	10200726	10200726	1610	16	3	2	2	10. Men of the Navy and Marines	1435	0	0	0	3	44	244	473	667	4	0	0	0																								13256
LINLITHGOW	TOTAL	County	10200726	10200726	1610	19	3	3	1	11. Ministers (Established Church)	24	0	0	0	0	0	0	0	8	13	3	0	0																								13257
LINLITHGOW	TOTAL	County	10200726	10200726	1610	20	3	3	1	12. Ministers (United Free Church)	24	0	0	0	0	0	0	0	12	9	0	3	0																								13258
LINLITHGOW	TOTAL	County	10200726	10200726	1610	21	3	3	1	13. Episcopalian Clergymen	2	0	0	0	0	0	0	0	1	0	1	0	0																								13259
LINLITHGOW	TOTAL	County	10200726	10200726	1610	22	3	3	1	14. Roman Catholic Priests	5	0	0	0	0	0	0	0	3	2	0	0	0																								13260
LINLITHGOW	TOTAL	County	10200726	10200726	1610	23	3	3	1	"15. Ministers, Clergymen of other religious bodies"	9	0	0	0	0	0	0	0	6	3	0	0	0																								13261
LINLITHGOW	TOTAL	County	10200726	10200726	1610	24	3	3	1	"16. Missionaries, Scripture Readers, Itinerant Preachers"	5	0	0	0	0	0	0	0	3	0	0	2	0						10	0	0	0	0	0	0	4	6	0	0	0	0						13262
LINLITHGOW	TOTAL	County	10200726	10200726	1610	26	3	3	1	"18. Church, Chapel, Cemetery - Officers, &c."	16	0	0	0	0	0	0	1	5	8	1	1	0						1	0	0	0	0	0	0	0	0	1	0	0	0						13263
LINLITHGOW	TOTAL	County	10200726	10200726	1610	28	3	3	2	"19. Advocates, Solicitors"	30	0	0	0	0	2	1	1	16	10	0	0	0																								13264
LINLITHGOW	TOTAL	County	10200726	10200726	1610	29	3	3	2	20. Law Clerks	56	0	1	2	4	7	5	13	19	5	0	0	0						1	0	0	0	0	0	1	0	0	0	0	0	0						13265
LINLITHGOW	TOTAL	County	10200726	10200726	1610	31	3	3	3	"21. Physicians, Surgeons, Registered Practitioners"	33	0	0	0	0	0	0	5	17	11	0	0	0						2	0	0	0	0	0	0	0	1	0	0	1	0						13266
LINLITHGOW	TOTAL	County	10200726	10200726	1610	32	3	3	3	22. Dentists (including Assistants)	7	0	0	0	0	0	0	1	5	1	0	0	0						1	0	0	0	0	0	1	0	0	0	0	0	0						13267
LINLITHGOW	TOTAL	County	10200726	10200726	1610	33	3	3	3	23. Veterinary Surgeons	1	0	0	0	0	0	0	0	1	0	0	0	0																								13268
LINLITHGOW	TOTAL	County	10200726	10200726	1610	34	3	3	3	24. Midwives																			5	0	0	0	0	0	0	0	2	2	1	0	0						13269
LINLITHGOW	TOTAL	County	10200726	10200726	1610	35	3	3	3	"25. Sick Nurses, Invalid Attendants"	33	0	0	0	0	0	0	10	19	4	0	0	0						126	0	0	0	0	0	6	38	62	16	3	1	0						13270
LINLITHGOW	TOTAL	County	10200726	10200726	1610	36	3	3	3	26. Subordinate Medical Service	3	0	0	0	0	0	0	3	0	0	0	0	0						1	0	0	0	0	0	0	0	0	1	0	0	0						13271
LINLITHGOW	TOTAL	County	10200726	10200726	1611	38	3	3	4	"27. Schoolmasters, Teachers, Professors, Lecturers"	91	0	0	0	0	0	0	12	52	27	0	0	0						238	0	0	0	0	0	2	73	149	14	0	0	0						13272
LINLITHGOW	TOTAL	County	10200726	10200726	1611	39	3	3	4	28. Others connected with Education	13	0	0	0	0	0	0	0	3	7	1	2	0						5	0	0	0	0	0	0	0	2	2	0	1	0						13273
LINLITHGOW	TOTAL	County	10200726	10200726	1611	41	3	3	5	"29. Authors, Editors, Journalists, Reporters"	11	0	0	0	0	0	1	1	7	2	0	0	0																								13274
LINLITHGOW	TOTAL	County	10200726	10200726	1611	42	3	3	5	30. Persons engaged in Scientific Pursuits	4	0	0	0	0	0	0	1	3	0	0	0	0																								13275
LINLITHGOW	TOTAL	County	10200726	10200726	1611	43	3	3	5	"31. Others connected with Literature, &c."	4	0	0	0	0	0	0	0	2	2	0	0	0		0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0						13276
LINLITHGOW	TOTAL	County	10200726	10200726	1611	45	3	3	6	"32. Civil, Mining - Engineers"	12	0	0	0	0	1	1	1	5	2	2	0	0		0	5	4	3																			13277
LINLITHGOW	TOTAL	County	10200726	10200726	1611	46	3	3	6	"33. Land, House, Ship - Surveyors"	4	0	0	0	1	0	0	1	2	0	0	0	0		0	1	1	2																			13278
LINLITHGOW	TOTAL	County	10200726	10200726	1611	47	3	3	6	"34. Professional Engineers', Professional Surveyors' - Assistants"																			3	0	0	0	0	1	0	0	2	0	0	0	0		0	0	3	0	13279
LINLITHGOW	TOTAL	County	10200726	10200726	1611	49	3	3	7	"35. Painters, Sculptors, Engravers"	2	0	0	0	0	0	0	1	1	0	0	0	0		0	0	0	2																			13280
LINLITHGOW	TOTAL	County	10200726	10200726	1611	50	3	3	7	36. Architects	14	0	0	0	1	2	0	3	8	0	0	0	0		3	8	1	2																			13281
LINLITHGOW	TOTAL	County	10200726	10200726	1611	51	3	3	7	37. Photographers	8	0	0	0	0	0	0	0	6	2	0	0	0	1	2	1	4	1																			13282
LINLITHGOW	TOTAL	County	10200726	10200726	1611	52	3	3	7	"38. Musicians, Music Masters, Singers (not Street)"	9	0	0	0	0	0	1	0	4	4	0	0	0		0	3	3	3	17	0	0	1	0	0	2	3	10	1	0	0	0	9	0	0	10	7	13283
LINLITHGOW	TOTAL	County	10200726	10200726	1611	53	3	3	7	39. Actors																			1	0	0	0	0	0	0	1	0	0	0	0	0						13284
LINLITHGOW	TOTAL	County	10200726	10200726	1611	54	3	3	7	"40. Art, Music, Theatre - Service, &c."	9	0	0	0	0	0	1	1	7	0	0	0	0		0	4	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	1	13285
LINLITHGOW	TOTAL	County	10200726	10200726	1611	56	3	3	8	"41. Performers, Showmen ; Exhibition, Games - Service"	37	0	0	0	0	1	0	6	23	7	0	0	0		6	25	3	3	10	0	0	2	0	0	0	2	4	2	0	0	0		1	5	0	4	13286
LINLITHGOW	TOTAL	County	10200726	10200726	1611	59	3	4	1	"42. Domestic Indoor Servants in Hotels, Lodging-Houses, Eating-Houses"	4	0	0	0	0	0	0	1	2	1	0	0	0						13	0	0	0	1	1	4	5	2	0	0	0	0						13287
LINLITHGOW	TOTAL	County	10200726	10200726	1611	60	3	4	1	43. Other Domestic Indoor Servants	21	0	1	0	0	1	2	2	12	2	0	1	0						1207	3	43	91	96	98	207	285	274	97	8	5	0						13288
LINLITHGOW	TOTAL	County	10200726	10200726	1611	62	3	4	2	"44. Domestic - Coachmen, Grooms"	64	0	0	2	1	0	3	10	33	13	1	1	0																								13289
LINLITHGOW	TOTAL	County	10200726	10200726	1611	63	3	4	2	"45. Domestic - Motor Car Drivers, Motor Car Attendants"	22	0	0	0	0	0	1	7	13	0	1	0	0																								13290
LINLITHGOW	TOTAL	County	10200726	10200726	1611	64	3	4	2	46. Domestic Gardeners	125	0	1	2	3	1	3	19	59	31	3	3	0																								13291
LINLITHGOW	TOTAL	County	10200726	10200726	1611	65	3	4	2	47. Gamekeepers	41	0	1	2	0	0	2	6	14	14	0	2	0																								13292
LINLITHGOW	TOTAL	County	10200726	10200726	1611	67	3	4	3	"48. College, Club - Service"	1	0	0	0	0	0	0	0	0	0	0	1	0																								13293
LINLITHGOW	TOTAL	County	10200726	10200726	1611	68	3	4	3	"49. Hospital, Institution, and Benevolent Society Service"	20	0	0	0	0	0	0	1	11	4	3	1	0						46	0	0	1	1	4	6	14	16	4	0	0	0						13294
LINLITHGOW	TOTAL	County	10200726	10200726	1611	69	3	4	3	"50. Caretakers ; Office, Park, Lodge, Gate - Keepers (not Government)"	20	0	0	1	0	0	0	0	2	14	2	1	0						11	0	0	0	0	0	0	0	5	4	2	0	0						13295
LINLITHGOW	TOTAL	County	10200726	10200726	1611	70	3	4	3	51. Cooks (not Domestic)	1	0	0	0	0	0	0	0	0	1	0	0	0						12	0	0	0	0	0	2	2	5	3	0	0	0						13296
LINLITHGOW	TOTAL	County	10200726	10200726	1611	71	3	4	3	"52. Charwomen, Cleaners"																			72	0	0	0	0	0	3	4	34	28	0	3	0						13297
LINLITHGOW	TOTAL	County	10200726	10200726	1611	72	3	4	3	"53. Laundry Workers ; Washers, Ironers, Manglers, &c."	5	0	1	0	1	0	0	0	2	0	0	1	0		1	4	0	0	54	0	4	2	2	5	4	12	11	10	1	3	0	10	0	34	9	11	13298
LINLITHGOW	TOTAL	County	10200726	10200726	1611	73	3	4	3	54. Bath and Wash-house Service ; others engaged in Service	5	0	1	0	0	0	0	0	2	0	0	2	0		0	4	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0		0	2	0	0	13299
LINLITHGOW	TOTAL	County	10200726	10200726	1611	76	3	5	1	55. Merchants (Commodity undefined)																			2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	13300
LINLITHGOW	TOTAL	County	10200726	10200726	1611	77	3	5	1	"56. Brokers, Agents, Factors"	18	0	0	0	0	0	0	0	9	7	2	0	0		4	6	5	3	1	0	0	0	0	0	0	0	0	1	0	0	0		0	0	1	0	13301
LINLITHGOW	TOTAL	County	10200726	10200726	1611	78	3	5	1	"57. Salesmen, Buyers (not otherwise described)"	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0																			13302
LINLITHGOW	TOTAL	County	10200726	10200726	1611	79	3	5	1	58. Commercial Travellers	54	0	0	0	0	0	0	6	35	10	3	0	0		0	48	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	13303
LINLITHGOW	TOTAL	County	10200726	10200726	1611	80	3	5	1	59. Accountants	9	0	0	0	0	0	2	1	5	1	0	0	0		4	4	0	1																			13304
LINLITHGOW	TOTAL	County	10200726	10200726	1611	81	3	5	1	"60. Auctioneers, Appraisers, Valuers, House Agents"	10	0	0	0	0	0	2	3	2	1	0	2	0		0	7	0	3																			13305
LINLITHGOW	TOTAL	County	10200726	10200726	1611	82	3	5	1	"61. Officers of Commercial Guilds, Societies, &c."	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0																			13306
LINLITHGOW	TOTAL	County	10200726	10200726	1611	84	3	5	2	62. Commercial or Business Clerks	358	0	8	12	19	24	34	75	144	37	3	2	0						156	1	2	6	7	17	31	61	31	0	0	0	0						13307
LINLITHGOW	TOTAL	County	10200726	10200726	1612	86	3	5	3	"63. Bankers ; Bank - Officials, Clerks"	58	0	0	2	10	3	11	9	14	6	1	2	0		0	38	0	20																			13308
LINLITHGOW	TOTAL	County	10200726	10200726	1612	87	3	5	3	"64. Bill - Discounters, Brokers ; Finance Agents"	2	0	0	0	0	0	0	0	1	1	0	0	0		0	1	0	1																			13309
LINLITHGOW	TOTAL	County	10200726	10200726	1612	89	3	5	4	"65. Life, House, Ship, &c., Insurance - Officials, Clerks, &c."	15	0	1	0	0	0	2	2	7	3	0	0	0		0	11	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	13310
LINLITHGOW	TOTAL	County	10200726	10200726	1612	90	3	5	4	66. Insurance Agents	100	0	0	1	0	1	1	7	61	27	1	1	0		0	83	0	17	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	13311
LINLITHGOW	TOTAL	County	10200726	10200726	1612	93	3	6	1	"67. Railway - Officials, Clerks"	116	0	5	6	6	5	15	23	37	19	0	0	0																								13312
LINLITHGOW	TOTAL	County	10200726	10200726	1612	94	3	6	1	"68. Railway Ticket - Examiners, Collectors ; Railway Porters"	72	0	0	0	0	4	9	15	35	6	2	1	0																								13313
LINLITHGOW	TOTAL	County	10200726	10200726	1612	95	3	6	1	"69. Railway Engine - Drivers, Stokers, Cleaners"	217	0	1	3	5	4	20	49	87	46	2	0	0																								13314
LINLITHGOW	TOTAL	County	10200726	10200726	1612	96	3	6	1	70. Railway Guards	92	0	0	0	0	0	0	10	66	16	0	0	0																								13315
LINLITHGOW	TOTAL	County	10200726	10200726	1612	97	3	6	1	71. Signalmen	89	0	0	0	0	0	2	10	60	16	1	0	0																								13316
LINLITHGOW	TOTAL	County	10200726	10200726	1612	98	3	6	1	"72. Pointsmen, Level Crossing Men"	19	0	0	0	1	1	1	2	10	4	0	0	0																								13317
LINLITHGOW	TOTAL	County	10200726	10200726	1612	99	3	6	1	"73. Platelayers, Gangers, Packers"	251	0	0	3	2	2	8	25	115	84	11	1	0																								13318
LINLITHGOW	TOTAL	County	10200726	10200726	1612	100	3	6	1	74. Railway Labourers (not Railway Contractors' Labourers) ; other Railway Servants	128	0	4	1	1	5	4	7	55	40	7	4	0						1	0	0	0	0	0	0	0	0	0	0	1	0						13319
LINLITHGOW	TOTAL	County	10200726	10200726	1612	102	3	6	2	"75. Livery Stable Keepers ; Coach, Cab - Proprietors ; Motor Garage - Proprietors, Workers"	10	0	0	0	0	0	0	0	7	3	0	0	0		6	1	2	1																			13320
LINLITHGOW	TOTAL	County	10200726	10200726	1612	103	3	6	2	"76. Horsekeepers, Grooms, Stablemen, Coachmen (not Domestic) ; Cabmen"	55	0	1	2	3	1	4	8	26	7	3	0	0		0	50	2	3																			13321
LINLITHGOW	TOTAL	County	10200726	10200726	1612	104	3	6	2	"77. Motor Car Drivers (not Domestic), Motor Cab Drivers, Motor Van, &c., Drivers"	5	0	0	0	0	0	0	0	5	0	0	0	0		0	4	1	0																			13322
LINLITHGOW	TOTAL	County	10200726	10200726	1612	105	3	6	2	"78. Vanmen, Lorrymen, Carriers, Carters (not Farm)"	402	0	4	9	8	7	23	58	187	93	8	5	0		16	354	19	13	1	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0	0	13323
LINLITHGOW	TOTAL	County	10200726	10200726	1612	106	3	6	2	79. Omnibus Service - Horse Drivers	2	0	0	0	0	0	0	1	1	0	0	0	0		0	2	0	0																			13324
LINLITHGOW	TOTAL	County	10200726	10200726	1612	107	3	6	2	80. Omnibus Service - Motor Drivers	2	0	0	0	0	0	0	0	2	0	0	0	0		0	2	0	0																			13325
LINLITHGOW	TOTAL	County	10200726	10200726	1612	108	3	6	2	81. Omnibus Service - Conductors and Others	2	0	1	0	1	0	0	0	0	0	0	0	0		0	2	0	0																			13326
LINLITHGOW	TOTAL	County	10200726	10200726	1612	110	3	6	2	83. Tramway Service - Conductors and Others	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0																			13327
LINLITHGOW	TOTAL	County	10200726	10200726	1612	111	3	6	2	84. Others connected with Carrying or Cartage ; others on Roads	5	0	0	0	0	0	0	0	0	2	2	1	0		3	0	1	1																			13328
LINLITHGOW	TOTAL	County	10200726	10200726	1612	113	3	6	3	85. Merchant Service ; Seamen - Navigating Department	83	0	2	1	3	4	10	17	28	16	2	0	0		0	82	1	0																			13329
LINLITHGOW	TOTAL	County	10200726	10200726	1612	114	3	6	3	86. Merchant Service ; Seamen - Engineering Department	31	0	0	0	0	1	0	7	18	5	0	0	0		0	30	0	1																			13330
LINLITHGOW	TOTAL	County	10200726	10200726	1612	115	3	6	3	"87. Merchant Service ; Seamen - Cooks, Stewards, and Others (Subsidiary Services)"	15	0	0	0	0	0	2	4	7	1	1	0	0		0	15	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	13331
LINLITHGOW	TOTAL	County	10200726	10200726	1612	116	3	6	3	88. Pilots ; Boatmen on Seas	9	0	0	0	0	0	0	0	5	2	2	0	0		0	5	4	0																			13332
LINLITHGOW	TOTAL	County	10200726	10200726	1612	117	3	6	3	"89. Bargemen, Lightermen, Watermen"	15	0	0	0	0	0	0	1	7	5	2	0	0		0	13	0	2																			13333
LINLITHGOW	TOTAL	County	10200726	10200726	1612	118	3	6	3	90. Navigation Service (on Shore)	12	0	0	0	0	0	0	0	5	5	1	1	0		4	6	0	2																			13334
LINLITHGOW	TOTAL	County	10200726	10200726	1612	120	3	6	4	"91. Dock Labourers, Quay Labourers"	199	0	0	1	1	3	8	21	111	46	7	1	0																								13335
LINLITHGOW	TOTAL	County	10200726	10200726	1612	121	3	6	4	"92. Harbour, Dock, Quay, Lighthouse - Officials and Servants"	16	0	0	0	0	0	0	1	8	7	0	0	0																								13336
LINLITHGOW	TOTAL	County	10200726	10200726	1613	123	3	6	5	93. Warehousemen	3	0	0	0	0	0	0	0	3	0	0	0	0		0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	13337
LINLITHGOW	TOTAL	County	10200726	10200726	1613	124	3	6	5	"94. Coalheavers ; Coal - Porters, Labourers"	22	0	0	0	0	1	0	1	12	7	1	0	0																								13338
LINLITHGOW	TOTAL	County	10200726	10200726	1613	125	3	6	5	"95. Messengers, Porters, Watchmen (not Railway or Government)"	67	3	26	22	2	1	1	2	2	4	3	1	0						6	0	3	2	0	0	0	1	0	0	0	0	0						13339
LINLITHGOW	TOTAL	County	10200726	10200726	1613	126	3	6	5	"96. Telegraph, Telephone - Service (not Government)"																			2	0	0	1	0	0	0	0	1	0	0	0	0		0	2	0	0	13340
LINLITHGOW	TOTAL	County	10200726	10200726	1613	129	3	7	1	"97. Farmers, Graziers"	315	0	1	0	1	0	2	3	116	140	24	28	0		252	12	41	10	22	0	0	0	0	0	0	0	2	12	2	6	0		14	1	5	2	13341
LINLITHGOW	TOTAL	County	10200726	10200726	1613	130	3	7	1	"98. Farmers', Graziers' - Sons, Daughters, or other Relatives assisting in the work of the Farm"	134	0	4	11	6	5	13	33	60	1	1	0	0						59	0	2	3	5	3	9	13	21	3	0	0	0						13342
LINLITHGOW	TOTAL	County	10200726	10200726	1613	131	3	7	1	99. Crofters	3	0	0	0	0	0	0	0	0	1	1	1	0		0	1	2	0																			13343
LINLITHGOW	TOTAL	County	10200726	10200726	1613	133	3	7	1	"101. Farm - Grieves, Foremen"	44	0	0	0	0	0	1	1	17	22	2	1	0																								13344
LINLITHGOW	TOTAL	County	10200726	10200726	1613	134	3	7	1	102. Shepherds	27	0	1	0	1	1	2	3	9	8	2	0	0																								13345
LINLITHGOW	TOTAL	County	10200726	10200726	1613	135	3	7	1	"103. Agricultural Labourers, Farm Servants - in charge of Cattle"	123	1	3	5	5	5	12	19	35	30	4	4	0						129	0	4	5	13	10	28	37	29	3	0	0	0						13346
LINLITHGOW	TOTAL	County	10200726	10200726	1613	136	3	7	1	"104. Agricultural Labourers, Farm Servants - in charge of Horses"	448	0	4	7	12	14	52	65	216	74	2	2	0						1	0	0	0	1	0	0	0	0	0	0	0	0						13347
LINLITHGOW	TOTAL	County	10200726	10200726	1613	137	3	7	1	"105. Agricultural Labourers, Farm Servants - Not otherwise distinguished"	296	2	25	29	23	19	21	26	76	45	14	16	0						203	0	5	14	17	11	36	30	45	36	5	4	0						13348
LINLITHGOW	TOTAL	County	10200726	10200726	1613	138	3	7	1	"106. Foresters, Woodmen"	93	0	1	4	0	3	7	12	33	27	4	2	0		1	77	1	14																			13349
LINLITHGOW	TOTAL	County	10200726	10200726	1613	139	3	7	1	"107. Nurserymen, Seedsmen, Florists"	8	0	0	0	1	0	0	0	5	2	0	0	0		2	4	2	0																			13350
LINLITHGOW	TOTAL	County	10200726	10200726	1613	140	3	7	1	108. Market Gardeners (including Labourers)	11	0	1	0	0	0	0	1	1	6	0	2	0		4	5	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0	13351
LINLITHGOW	TOTAL	County	10200726	10200726	1613	141	3	7	1	109. Other Gardeners (not Domestic)	61	0	1	2	3	1	2	7	14	18	5	8	0		1	48	9	3																			13352
LINLITHGOW	TOTAL	County	10200726	10200726	1613	142	3	7	1	"110. Agricultural Machine - Proprietors, Attendants"	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0																			13353
LINLITHGOW	TOTAL	County	10200726	10200726	1613	143	3	7	1	111. Others engaged in or connected with Agriculture	52	0	0	0	1	0	0	4	27	18	2	0	0		3	39	6	4	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	13354
LINLITHGOW	TOTAL	County	10200726	10200726	1613	146	3	8	1	112. Fishermen	4	0	0	0	0	0	0	0	1	1	0	2	0		0	2	2	0																			13355
LINLITHGOW	TOTAL	County	10200726	10200726	1613	150	3	9	1	114. Coal and Shale Mine - Hewers	6256	0	29	64	91	109	288	1023	3428	1151	63	10	0		7	5953	2	294																			13356
